latitude,longitude,crime_density,lighting_score,pop_density,night_activity,unsafe
19.133934283060224,72.85338710873172,4.5103179824308155,7.013259186244112,143.40734403068163,6.3828024539435875,0
19.121234713976577,72.84389267365826,4.780424438165036,7.79193468213982,164.74796918643244,2.79143128029549,0
19.136953770762013,72.82659260739841,8.146319113065324,8.596517634361879,232.9581118712431,4.27830410776546,0
19.15446059712816,72.81246126444589,1.5678115247342355,3.120827093695739,299.29568763325864,5.028496202299378,0
19.119316932505534,72.83936446627227,11.251535516736201,3.9227022330792973,258.572110492821,5.459319540804222,0
19.119317260861017,72.83326970770844,15.846190023366905,8.317027764335958,151.0319544409346,3.9153468486325336,0
19.155584256310146,72.84330386440055,1.4528888230354196,5.751111373122092,115.97666816618066,6.345495343623643,0
19.139348694583056,72.83810343603363,17.406612820506602,6.387543833600781,110.53581773875806,4.841595755389628,0
19.1146105122813,72.8463910543064,5.146529540441218,6.9781632223388845,387.8245189542404,4.197538902237759,0
19.13485120087172,72.81469529576879,5.326893253466508,7.0743996269738245,361.72187457892016,2.336203170260183,0
19.11473164614375,72.85174788131269,0.9780850931747833,8.590442419899048,283.53702421782174,4.323447342225825,0
19.114685404928593,72.82935199209385,6.454258444794559,8.981696504470019,386.2453733539948,6.103679204078651,0
19.12883924543132,72.86690521745251,8.781247305133034,7.320944765585642,197.39488614200582,5.072705091106577,0
19.085734395106844,72.81161624363821,11.490561120617434,4.723327255230905,344.1972032889183,6.160812268645592,1
19.089501643349738,72.8601192760633,0.6619547339631321,8.278514413766061,292.0866666134885,4.470058352996528,0
19.11275424941518,72.82935821566926,3.6516414955796495,3.2953254872445696,349.4872682723826,2.592308525472409,0
19.10374337759331,72.81237163992772,5.729955117915855,4.386485117246977,102.78230321566872,2.068199229179405,0
19.130284946651905,72.81572228331892,7.199927047913146,8.38431430478229,25.111583148034413,3.516097733592956,0
19.105839518489574,72.81899305383611,5.652164967651926,4.53714908663613,249.4336953624756,5.489952357488963,0
19.095753925973295,72.83388331892805,6.657299411375495,4.323906357730491,170.70273589625205,5.951299519708469,0
19.15331297537843,72.8358567097607,12.724414409840913,3.8287517588414834,34.95049381721146,3.478764173101647,0
19.11948447399027,72.81392599992122,17.490794167439223,8.1546705458815,422.95623959773354,4.478269604416235,0
19.125350564093758,72.82491290815479,4.5884699104898985,6.000349555146521,362.2945264983697,4.105594522170408,0
19.09550503627573,72.86824540717224,13.766749915882784,7.049359218324929,262.45712886229785,4.052613921757139,0
19.113112345509496,72.85995086340202,8.272322483742597,4.434398304450178,120.94940108874242,3.1567435660007526,0
19.126218451794195,72.83412647339348,10.504000591678547,7.548242526067299,54.99148151847007,2.681855525147292,0
19.100980128451553,72.82616006956337,8.141037972241259,7.560033269772591,34.4785566146855,2.9834427911560657,0
19.131513960366913,72.82780062653437,7.063635948881193,4.875588149449801,148.92854483954858,2.2766619358167306,0
19.111987226201624,72.8376703594546,17.01066800965449,5.464095798061697,317.76469563686675,2.9906537091178853,1
19.118166125004134,72.80494414869604,7.615387602493094,4.258141664581205,171.85954534103882,2.046004488126897,0
19.111965867755412,72.82025246925153,7.704641329115074,8.859366139937425,285.56922630881235,5.136292003179891,0
19.161045563690177,72.79202831852245,8.114975039928316,6.87361546235047,293.85849117438545,3.5818770369384145,0
19.12373005550524,72.8333844624521,4.390078283518591,8.607263284293094,315.1083492461018,6.865723557134543,0
19.102845781420882,72.83834391879405,15.48647711131963,4.820313261774799,47.162494723444496,2.968585253881489,0
19.14045089824206,72.81573627075402,5.688566961350429,7.691345477981338,128.52718375928367,3.7291428515479694,0
19.099583127000578,72.8568797352658,9.264979046117572,7.595151863308452,282.5022157235269,3.789205793207666,0
19.128177271900093,72.80088468673995,6.7806894497736305,7.149933911199249,474.6834068839539,2.0422574803123026,0
19.0848065975224,72.7961125023958,6.546877058034023,8.793833851600802,401.5295815584849,6.196039765197295,0
19.09743627902203,72.8298890363712,3.929847238620252,5.361332016637894,254.47085772484172,2.1599723007216234,0
19.127937224717382,72.84634196605225,10.690162587496467,3.7843039415385435,425.48645715399357,6.7008991736462065,1
19.138769331599907,72.85907855382916,2.115943286477996,7.030253155464365,253.31931050941967,6.4603717554681035,0
19.1274273656238,72.81622231474262,6.577745172054273,7.375858802863237,68.05983028194987,4.677609580429818,0
19.121687034352234,72.84697361666863,14.527481461231613,6.450363440752888,312.0382832945685,4.7179778745564604,0
19.117977926088212,72.82462983061,7.9216488030327765,4.240907358800378,409.33144754815476,5.2688896147807815,0
19.09442956019265,72.82194745400119,7.758142155748047,6.026735650016132,557.6131885817515,3.935250059674435,0
19.109603115832105,72.84307319874974,7.571808453482024,4.873138419414777,146.17744052145423,5.236111416989278,0
19.1147872245808,72.83844645756827,4.533686236258962,5.564799169000135,95.11509558840316,2.2238419434424346,0
19.145142444524378,72.79387215686032,11.13074001916426,6.871311455067984,344.7720985759276,2.270238136748633,0
19.13087236579137,72.85493080699452,3.1051868828153735,7.4712884561450075,272.6833239307575,4.2861520980977215,0
19.088739196892742,72.85300182708295,7.167537225812876,4.3933481454080585,258.40065956352527,4.748111505530175,0
19.130481679387895,72.81288874596981,4.315218028630145,5.43195216388172,428.8413764922515,6.439088201679095,0
19.116298354391674,72.83331607066874,5.868026856662697,4.614969425949775,344.00329052441725,2.5233031695394814,0
19.11046155999388,72.83528060372565,5.102018640888885,4.191789683171215,287.7836100884559,6.113239635969447,0
19.136233525776817,72.83061347531648,4.7904743736194755,7.7003233199750305,158.5798116473385,3.050236686460348,0
19.144619990449918,72.8143938969231,7.005722554738911,8.455516166621955,328.22000690165515,3.970418242550159,0
19.142625602382324,72.81196753264125,3.7576242351358773,5.22139311410746,92.23916673383647,3.5830121741370644,0
19.107215649535547,72.82488891858017,1.7502172108942764,7.507673546242601,252.8911043243922,4.000776364326995,0
19.117815752482976,72.8488545803852,4.325329890168318,8.381971736186467,208.93198075725968,2.752477490362928,0
19.13062526862807,72.83627200309189,6.797627581930344,8.07674526318139,65.45609830220052,4.517850372017775,0
19.143510902542445,72.81798771335828,3.5784529809262415,4.096880331235355,273.1480886753526,6.008212949156836,1
19.114416515243093,72.84083397421297,12.326999957288887,8.737751289080169,146.39031914101062,4.2076700518944845,0
19.120286820466724,72.7684291475874,8.018375421396835,5.260058642576775,269.27263613735056,4.4530678794909955,0
